,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,lat_long,place_id,house_number,road,neighbourhood,city,county,state,postcode,dist_fromlake,avg_price_by_zipcode,median_price_by_zipcode,sale_price,profit,day,month,quarter,year,year_week,median_price_quarter
17075,3211200420,2014-06-18,300000.0,3,1.0,910,7700,1.0,0,0,4,7,910,0,1971,0,98034,47.7303,-122.238,1250,7700,"47.7303,-122.238",179449939,14217,77th Avenue Northeast,,,King County,Washington,98034,10.069171395476662,521148.0810313076,445000.0,390000.0,90000.0,18,6,2014Q2,2014,2014-24,465000.0
17089,1545806720,2014-08-26,254950.0,4,2.0,2180,8800,1.0,0,0,5,7,1170,1010,1977,0,98038,47.3676,-122.046,1630,8800,"47.3676,-122.046",221113594,26020,221st Place Southeast,Cherokee Bay,,King County,Washington,98038,34.35120199541314,367144.8532423208,342250.0,331435.0,76485.0,26,8,2014Q3,2014,2014-34,450000.0
17090,5561300980,2015-03-20,500000.0,4,2.25,2420,36680,2.0,0,0,4,8,2420,0,1977,0,98027,47.4663,-122.006,2410,36680,"47.4663,-122.006",233094597,25111,Southeast Mirrormont Place,Mirrormont,,King County,Washington,98027,27.167175120767226,617141.4209245743,571000.0,650000.0,150000.0,20,3,2015Q1,2015,2015-11,440000.0
17092,1868900285,2014-05-23,552000.0,3,1.0,1430,5000,1.0,0,0,4,6,1080,350,1919,0,98115,47.6724,-122.296,1630,4600,"47.6724,-122.296",154964652,6002,29th Avenue Northeast,Ravenna,Seattle,King County,Washington,98115,4.456232912968426,618890.6579861111,564750.0,717600.0,165600.0,23,5,2014Q2,2014,2014-20,465000.0
17096,7334501300,2015-03-06,308000.0,3,1.75,1630,11475,1.0,0,0,4,7,1330,300,1979,0,98045,47.4635,-121.74600000000001,1630,11475,"47.4635,-121.74600000000001",296165795,15126,445th Avenue Southeast,,,King County,Washington,98045,43.27447556769913,439721.9589041096,399500.0,400400.0,92400.0,6,3,2015Q1,2015,2015-09,440000.0
17100,1024069063,2014-09-23,620000.0,4,2.5,2720,34498,1.0,0,0,5,7,1360,1360,1966,0,98075,47.5832,-122.02,1920,22474,"47.5832,-122.02",296086714,23962,Southeast 30th Street,,,King County,Washington,98075,19.04706186313627,791346.4217877095,739999.5,806000.0,186000.0,23,9,2014Q3,2014,2014-38,450000.0
17106,6181700250,2015-02-26,350000.0,2,1.0,720,5820,1.0,0,1,5,6,720,0,1950,0,98028,47.7598,-122.255,952,5820,"47.7598,-122.255",248562005,6440,Northeast 181st Street,,,King County,Washington,98028,13.226810199977807,461823.93617021275,442500.0,455000.0,105000.0,26,2,2015Q1,2015,2015-08,440000.0
17111,1423910130,2015-02-11,220000.0,3,1.75,1230,8917,1.0,0,0,4,7,1230,0,1966,0,98058,47.4528,-122.17200000000001,1420,7938,"47.4528,-122.17200000000001",232794532,12713,Southeast 167th Place,,,King County,Washington,98058,21.915178027595903,354019.7982261641,335000.0,286000.0,66000.0,11,2,2015Q1,2015,2015-06,440000.0
17113,4365200425,2014-06-24,350000.0,2,1.0,740,7680,1.0,0,0,4,6,740,0,1922,0,98126,47.5245,-122.37100000000001,1080,7680,"47.5245,-122.37100000000001",160505564,8802,30th Avenue Southwest,Westwood,Seattle,King County,Washington,98126,15.418419699389753,424377.98295454547,395750.0,455000.0,105000.0,24,6,2014Q2,2014,2014-25,465000.0
17115,2787700630,2015-03-18,399000.0,4,2.5,2100,7355,1.0,0,0,5,7,2100,0,1969,0,98059,47.5078,-122.161,1750,7200,"47.5078,-122.161",231321234,1733,Anacortes Avenue Northeast,Glencoe,,King County,Washington,98059,16.532009527383178,494370.18279569893,435000.0,518700.0,119700.0,18,3,2015Q1,2015,2015-11,440000.0
17119,9421500130,2014-06-16,378000.0,5,2.5,2760,8015,1.0,0,0,4,8,1600,1160,1960,0,98125,47.7255,-122.29700000000001,460,18000,"47.7255,-122.29700000000001",155155045,13325 1/2,30th Avenue Northeast,Kenwood,Seattle,King County,Washington,98125,9.82421527155055,469833.24875621893,425000.0,491400.0,113400.0,16,6,2014Q2,2014,2014-24,465000.0
17129,7304300430,2014-12-01,364000.0,4,1.0,1020,11383,1.5,0,0,5,6,1020,0,1947,0,98155,47.7429,-122.321,1290,11213,"47.7429,-122.321",296015108,15560,8th Avenue Northeast,North City,,King County,Washington,98155,12.249194166773254,422794.47963800904,374000.0,473200.0,109200.0,1,12,2014Q4,2014,2014-48,439000.0
17132,9828700235,2015-04-01,669000.0,3,1.0,1560,4500,1.5,0,0,5,7,1560,0,1915,0,98112,47.6204,-122.292,1530,4500,"47.6204,-122.292",156979623,206,31st Avenue East,,Seattle,King County,Washington,98112,3.348170093326044,1095799.712686567,912500.0,869700.0,200700.0,1,4,2015Q2,2015,2015-13,475000.0
17136,8901000491,2014-08-28,390000.0,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095,"47.7116,-122.311",155061791,1525,Northeast 115th Street,Victory Heights,Seattle,King County,Washington,98125,8.766106031483172,469833.24875621893,425000.0,507000.0,117000.0,28,8,2014Q3,2014,2014-34,450000.0
17142,6072650250,2015-04-24,555000.0,4,2.25,2220,8125,1.0,0,0,4,8,1450,770,1965,0,98006,47.5429,-122.177,1980,8700,"47.5429,-122.177",296002758,6500,122nd Place Southeast,,Bellevue,King County,Washington,98006,12.519984631253838,856565.3040816326,760000.0,721500.0,166500.0,24,4,2015Q2,2015,2015-16,475000.0
17157,8722101100,2015-03-19,739000.0,3,1.75,2050,5160,1.5,0,0,4,8,1300,750,1926,0,98112,47.6374,-122.304,2220,5960,"47.6374,-122.304",155666983,2215,East Howe Street,,Seattle,King County,Washington,98112,3.3750986413779014,1095799.712686567,912500.0,960700.0,221700.0,19,3,2015Q1,2015,2015-11,440000.0
17158,8651410670,2014-11-25,189950.0,3,1.0,920,6460,1.0,0,0,5,6,920,0,1969,0,98042,47.3665,-122.08200000000001,920,4770,"47.3665,-122.08200000000001",230144281,26211,195th Place Southeast,,,King County,Washington,98042,33.28868699635028,311748.1575091575,292000.0,246935.0,56985.0,25,11,2014Q4,2014,2014-47,439000.0
17161,4168100020,2014-12-04,209950.0,3,1.0,1660,8800,1.0,0,0,4,7,960,700,1963,0,98023,47.3212,-122.352,1370,10112,"47.3212,-122.352",231884718,31400,13th Avenue Southwest,,,King County,Washington,98023,36.224076386129894,287419.9512195122,268750.0,272935.0,62985.0,4,12,2014Q4,2014,2014-48,439000.0
17169,3404700080,2014-11-12,476800.0,3,1.75,1900,43700,1.5,0,0,4,6,1900,0,1919,0,98052,47.7265,-122.13600000000001,2070,43995,"47.7265,-122.13600000000001",24042017,14032,Woodinville Redmond Road Northeast,,,King County,Washington,98072,13.257452822566233,645894.7565674256,615000.0,619840.0,143040.0,12,11,2014Q4,2014,2014-45,439000.0
17180,6146600185,2014-05-07,160000.0,2,1.0,1040,13100,1.0,0,0,5,6,1040,0,1912,0,98032,47.3877,-122.234,910,5080,"47.3877,-122.234",228619106,733,1st Avenue North,Downtown,,King County,Washington,98032,28.216498759285702,251195.7723577236,249000.0,208000.0,48000.0,7,5,2014Q2,2014,2014-18,465000.0
17182,3905040780,2014-09-24,520000.0,4,3.0,2190,5085,2.0,0,0,4,8,2190,0,1992,0,98029,47.5693,-122.00200000000001,2130,5142,"47.5693,-122.00200000000001",296065252,4298,255th Place Southeast,,,King County,Washington,98029,20.864442200993253,612177.528125,574500.0,676000.0,156000.0,24,9,2014Q3,2014,2014-38,450000.0
17184,3336000170,2014-10-03,335000.0,4,1.0,1480,6500,1.5,0,0,4,7,1480,0,1914,0,98118,47.5282,-122.26700000000001,2380,6000,"47.5282,-122.26700000000001",158983678,8361,Wolcott Avenue South,Dunlap,Seattle,King County,Washington,98118,12.543270733410576,417314.8915662651,366175.0,435500.0,100500.0,3,10,2014Q4,2014,2014-39,439000.0
17204,2724069169,2014-07-24,499900.0,4,3.0,2180,12196,2.0,0,0,4,7,2180,0,1968,0,98027,47.5338,-122.03299999999999,1500,6534,"47.5338,-122.03299999999999",296109502,205,Northeast Dogwood Street,,,King County,Washington,98027,20.729107012686207,617141.4209245743,571000.0,649870.0,149970.0,24,7,2014Q3,2014,2014-29,450000.0
17209,6821102385,2015-03-26,334000.0,2,1.0,900,1818,2.0,0,0,4,7,900,0,1945,0,98199,47.6485,-122.397,1570,1830,"47.6485,-122.397",156044842,3053,31st Avenue West,Lawton Park,Seattle,King County,Washington,98199,10.354244347614754,791579.7341772151,687400.0,434200.0,100200.0,26,3,2015Q1,2015,2015-12,440000.0
17221,3575302759,2014-08-06,365000.0,2,1.75,1270,7500,1.0,0,0,4,7,1270,0,1982,0,98074,47.6186,-122.06299999999999,1280,7500,"47.6186,-122.06299999999999",296063950,1004,207th Place Northeast,,,King County,Washington,98074,14.9135489777232,686926.7747126437,645000.0,474500.0,109500.0,6,8,2014Q3,2014,2014-31,450000.0
17223,8651410190,2014-11-12,179950.0,3,1.0,920,4875,1.0,0,0,5,6,920,0,1969,0,98042,47.3648,-122.081,960,5200,"47.3648,-122.081",232594985,26420,195th Place Southeast,,,King County,Washington,98042,33.492071316517055,311748.1575091575,292000.0,233935.0,53985.0,12,11,2014Q4,2014,2014-45,439000.0
17242,5459000305,2015-04-08,648752.0,3,2.25,2060,9953,1.0,0,0,5,8,1070,990,1964,0,98040,47.5767,-122.23299999999999,2340,9600,"47.5767,-122.23299999999999",296162288,3776,79th Avenue Southeast,Mercer Heights,,King County,Washington,98040,7.403169208295884,1194230.0212765958,993750.0,843377.6,194625.59999999998,8,4,2015Q2,2015,2015-14,475000.0
17244,5212000020,2015-03-24,630100.0,4,2.75,1910,11356,1.0,0,0,5,7,1160,750,1977,0,98033,47.6999,-122.2,1770,11357,"47.6999,-122.2",180372515,11128,105th Avenue Northeast,,,King County,Washington,98033,7.921357350879365,803809.3596287703,678000.0,819130.0,189030.0,24,3,2015Q1,2015,2015-12,440000.0
17247,7227501190,2015-04-27,250000.0,3,1.0,1220,5038,1.0,0,0,5,6,1220,0,1942,0,98056,47.496,-122.189,1140,5038,"47.496,-122.189",232418176,2213,Northeast 8th Street,Highlands Park,,King County,Washington,98056,16.95047795385302,421449.4133663366,380000.0,325000.0,75000.0,27,4,2015Q2,2015,2015-17,475000.0
17251,2356800020,2014-09-29,416000.0,2,1.0,880,6650,1.0,0,0,5,6,880,0,1918,0,98117,47.6914,-122.37200000000001,1250,6650,"47.6914,-122.37200000000001",155091649,8531,12th Avenue Northwest,Crown Hill,Seattle,King County,Washington,98117,10.141056473638333,575643.4105839416,542500.0,540800.0,124800.0,29,9,2014Q3,2014,2014-39,450000.0
17278,6392003810,2014-05-23,530000.0,4,1.75,1814,5000,1.0,0,0,4,7,944,870,1951,0,98115,47.684,-122.281,1290,5000,"47.684,-122.281",155773015,7531,44th Avenue Northeast,Wedgwood,Seattle,King County,Washington,98115,5.06353656788721,618890.6579861111,564750.0,689000.0,159000.0,23,5,2014Q2,2014,2014-20,465000.0
17279,7806210250,2015-04-06,235000.0,4,1.75,1920,9350,1.0,0,0,4,7,1000,920,1977,0,98002,47.292,-122.195,1910,8400,"47.292,-122.195",65881130,2517,18th Street Southeast,,,King County,Washington,98002,39.09355201518086,234083.8730964467,235000.0,305500.0,70500.0,6,4,2015Q2,2015,2015-14,475000.0
17291,7335400020,2014-06-26,219500.0,3,1.0,1090,6710,1.5,0,0,5,5,1090,0,1912,0,98002,47.3066,-122.21700000000001,1170,6708,"47.3066,-122.21700000000001",210918018,112,J Street Southeast,,,King County,Washington,98002,37.30602027936306,234083.8730964467,235000.0,285350.0,65850.0,26,6,2014Q2,2014,2014-25,465000.0
17303,3629200020,2015-02-02,960000.0,4,2.5,3180,10105,2.0,0,0,4,9,3180,0,1986,0,98040,47.5328,-122.226,2670,10355,"47.5328,-122.226",296157834,7838,85th Place Southeast,,,King County,Washington,98040,12.274279437085223,1194230.0212765958,993750.0,1248000.0,288000.0,2,2,2015Q1,2015,2015-05,440000.0
17308,5006000170,2015-02-11,293000.0,4,1.0,1130,8308,1.5,0,0,4,6,1130,0,1944,0,98166,47.4669,-122.355,1130,8652,"47.4669,-122.355",237876040,1452,Southwest 152nd Street,Seahurst,,King County,Washington,98166,20.63739589677553,465515.548,390000.0,380900.0,87900.0,11,2,2015Q1,2015,2015-06,440000.0
17310,323089005,2015-03-26,240000.0,2,1.0,1120,45302,1.0,0,2,4,5,1120,0,1932,0,98045,47.5105,-121.77,2150,101930,"47.5105,-121.77",296002736,42706,Southeast 100th Street,,,King County,Washington,98045,39.46029995061839,439721.9589041096,399500.0,312000.0,72000.0,26,3,2015Q1,2015,2015-12,440000.0
17340,3347401315,2014-06-16,220000.0,3,2.0,1410,7998,1.0,0,0,4,7,1410,0,1940,0,98178,47.4968,-122.277,1780,8278,"47.4968,-122.277",232264927,11851,44th Place South,,,King County,Washington,98178,16.07656927229712,310622.6434108527,279000.0,286000.0,66000.0,16,6,2014Q2,2014,2014-24,465000.0
17342,1049010050,2014-12-19,386100.0,3,2.0,1270,6760,1.0,0,0,5,7,1270,0,1972,0,98034,47.7381,-122.179,1550,5734,"47.7381,-122.179",179789441,15118,122nd Court Northeast,,,King County,Washington,98034,12.366831607599606,521148.0810313076,445000.0,501930.0,115830.0,19,12,2014Q4,2014,2014-50,439000.0
17344,4206901435,2015-01-22,650000.0,2,1.75,1450,4000,1.5,0,0,4,7,1350,100,1903,0,98105,47.6571,-122.32600000000001,1310,4000,"47.6571,-122.32600000000001",154065418,4055,Latona Avenue Northeast,,Seattle,King County,Washington,98105,5.31539109491016,862825.2314410481,675000.0,845000.0,195000.0,22,1,2015Q1,2015,2015-03,440000.0
17353,4031000460,2014-06-10,199500.0,3,1.0,920,9812,1.0,0,0,4,7,920,0,1962,0,98001,47.2958,-122.28399999999999,1188,9812,"47.2958,-122.28399999999999",233114980,34021,40th Avenue South,,,King County,Washington,98001,38.41660557189412,281383.6536312849,260000.0,259350.0,59850.0,10,6,2014Q2,2014,2014-23,465000.0
17357,6822100305,2014-08-19,465000.0,3,1.75,1720,5280,1.0,0,0,4,8,900,820,1943,0,98199,47.6493,-122.40100000000001,1600,6000,"47.6493,-122.40100000000001",157127356,3215,34th Avenue West,Magnolia Village,Seattle,King County,Washington,98199,10.660288709428789,791579.7341772151,687400.0,604500.0,139500.0,19,8,2014Q3,2014,2014-33,450000.0
17358,1871400585,2015-04-22,160000.0,2,1.0,1020,13647,1.0,0,0,5,6,1020,0,1915,1974,98022,47.2848,-121.927,980,8250,"47.2848,-121.927",232243803,35277,312th Way Southeast,,,King County,Washington,98022,46.81432882424799,315709.30341880344,279500.0,208000.0,48000.0,22,4,2015Q2,2015,2015-16,475000.0
17361,2114700460,2014-08-18,249000.0,3,1.5,1070,5150,1.0,0,0,4,6,1070,0,1940,0,98106,47.5335,-122.34899999999999,1020,4800,"47.5335,-122.34899999999999",159929629,1022,Southwest Portland Street,Highland Park,Seattle,King County,Washington,98106,13.706977149425223,318349.62613981764,313500.0,323700.0,74700.0,18,8,2014Q3,2014,2014-33,450000.0
17373,4047200655,2014-05-09,336900.0,3,1.75,1780,120661,1.0,0,0,4,6,1780,0,1979,0,98019,47.7731,-121.897,1440,25000,"47.7731,-121.897",296137534,33038,Northeast 201st Street,,,King County,Washington,98019,30.835944501662,424788.74736842106,401250.0,437970.0,101070.0,9,5,2014Q2,2014,2014-18,465000.0
17375,3905100840,2014-07-23,500000.0,3,2.25,1580,4379,2.0,0,0,4,8,1580,0,1994,0,98029,47.5694,-122.005,1770,4187,"47.5694,-122.005",296152464,25130,Southeast 42nd Drive,,,King County,Washington,98029,20.652416505560485,612177.528125,574500.0,650000.0,150000.0,23,7,2014Q3,2014,2014-29,450000.0
17378,6885900415,2015-01-07,290000.0,4,2.75,2240,8162,2.0,0,0,5,7,1380,860,1946,0,98133,47.7427,-122.34,1550,8163,"47.7427,-122.34",296147219,15647,Ashworth Avenue North,Meridian Park,,King County,Washington,98133,12.833805607222926,385534.63636363635,372750.0,377000.0,87000.0,7,1,2015Q1,2015,2015-01,440000.0
17379,5285200020,2014-07-18,349950.0,2,1.75,1640,4176,1.0,0,0,4,7,1040,600,1948,0,98118,47.5162,-122.26,1460,5200,"47.5162,-122.26",161838317,5809,South Roxbury Street,Rainier Beach,Seattle,King County,Washington,98118,13.864250762918253,417314.8915662651,366175.0,454935.0,104985.0,18,7,2014Q3,2014,2014-28,450000.0
17380,4039400430,2014-05-16,330000.0,3,1.5,1170,4950,1.0,0,0,4,7,1170,0,1960,0,98007,47.6057,-122.135,1570,7700,"47.6057,-122.135",296139176,15411,Southeast 4th Place,,Bellevue,King County,Washington,98007,10.10042352448528,618189.3309352518,555000.0,429000.0,99000.0,16,5,2014Q2,2014,2014-19,465000.0
17384,2011000020,2014-08-26,265000.0,3,1.75,1630,5999,1.5,0,0,4,7,1630,0,1985,0,98198,47.3816,-122.31299999999999,1540,7500,"47.3816,-122.31299999999999",231391067,1605,South 245th Place,Zenith,,King County,Washington,98198,29.112251384562807,302925.9527272727,265000.0,344500.0,79500.0,26,8,2014Q3,2014,2014-34,450000.0
17394,8127700210,2015-04-27,600000.0,2,1.75,1560,3200,1.0,0,0,5,7,880,680,1946,0,98199,47.6419,-122.39399999999999,2060,4940,"47.6419,-122.39399999999999",157731867,2526,29th Avenue West,Lawton Park,Seattle,King County,Washington,98199,10.096071257471356,791579.7341772151,687400.0,780000.0,180000.0,27,4,2015Q2,2015,2015-17,475000.0
17396,7785000230,2014-05-27,970000.0,5,3.0,3480,15185,2.0,0,0,4,8,3480,0,1964,0,98040,47.5757,-122.21600000000001,3030,14257,"47.5757,-122.21600000000001",296099838,3883,Greenbrier Lane,Fortuna,,King County,Washington,98040,7.940191520945763,1194230.0212765958,993750.0,1261000.0,291000.0,27,5,2014Q2,2014,2014-21,465000.0
17397,2025701390,2014-08-12,316000.0,3,2.25,1900,7479,2.0,0,0,4,7,1900,0,1992,0,98038,47.3495,-122.037,1520,6559,"47.3495,-122.037",219986823,22901,Southeast 281st Place,Diamond Hills,,King County,Washington,98038,36.44976615291412,367144.8532423208,342250.0,410800.0,94800.0,12,8,2014Q3,2014,2014-32,450000.0
17412,1920079039,2014-08-15,269500.0,2,1.0,1140,74052,1.0,0,0,4,6,1140,0,1968,0,98022,47.2093,-121.962,1730,43560,"47.2093,-121.962",233818634,28501,Southeast 436th Place,,,King County,Washington,98022,52.94408913322432,315709.30341880344,279500.0,350350.0,80850.0,15,8,2014Q3,2014,2014-32,450000.0
17413,7515000035,2015-04-24,395350.0,2,1.0,1060,5754,1.0,0,0,4,6,1060,0,1917,0,98117,47.6931,-122.37200000000001,1460,7200,"47.6931,-122.37200000000001",155447959,8735,12th Avenue Northwest,Crown Hill,Seattle,King County,Washington,98117,10.246858500400762,575643.4105839416,542500.0,513955.0,118605.0,24,4,2015Q2,2015,2015-16,475000.0
17432,8651430220,2014-07-25,183000.0,3,1.0,870,5200,1.0,0,0,5,6,870,0,1969,0,98042,47.3702,-122.07799999999999,870,5200,"47.3702,-122.07799999999999",231198501,19628,Southeast 259th Street,,,King County,Washington,98042,33.03451679879419,311748.1575091575,292000.0,237900.0,54900.0,25,7,2014Q3,2014,2014-29,450000.0
17443,4036800900,2014-09-24,447000.0,3,1.0,1310,7000,1.0,0,0,4,7,1310,0,1958,0,98008,47.6019,-122.12299999999999,1280,7300,"47.6019,-122.12299999999999",296116865,16241,Southeast 9th Street,,Bellevue,King County,Washington,98008,11.093650613056056,645507.3780918728,545000.0,581100.0,134100.0,24,9,2014Q3,2014,2014-38,450000.0
17445,3876313170,2014-12-09,436000.0,3,2.25,1770,8000,1.0,0,0,4,7,1350,420,1976,0,98072,47.7358,-122.17,1850,7875,"47.7358,-122.17",296115529,15078,128th Avenue Northeast,,,King County,Washington,98072,12.490932710768451,569851.6948529412,514500.0,566800.0,130800.0,9,12,2014Q4,2014,2014-49,439000.0
17452,7974200777,2014-11-18,531000.0,2,1.5,1260,6660,1.5,0,0,4,7,1260,0,1926,0,98115,47.6792,-122.287,2140,4770,"47.6792,-122.287",155859488,3801,Northeast 70th Street,View Ridge,Seattle,King County,Washington,98115,4.740516160134492,618890.6579861111,564750.0,690300.0,159300.0,18,11,2014Q4,2014,2014-46,439000.0
17454,1074100110,2014-05-25,355300.0,3,2.5,1620,7410,1.0,0,0,5,7,1620,0,1955,0,98133,47.7708,-122.335,1450,8121,"47.7708,-122.335",325565242,,Meridian Avenue North,,,King County,Washington,98133-6124,15.51833691518964,385534.63636363635,372750.0,461890.0,106590.0,25,5,2014Q2,2014,2014-20,465000.0
17461,1532300155,2014-09-16,425000.0,4,1.0,1080,6095,1.5,0,0,4,6,1080,0,1924,0,98103,47.6962,-122.346,1200,5060,"47.6962,-122.346",157782937,927,North 93rd Street,Licton Springs,Seattle,King County,Washington,98103,8.946026286804582,584334.4991652755,550000.0,552500.0,127500.0,16,9,2014Q3,2014,2014-37,450000.0
17472,3830620300,2014-11-03,253000.0,3,1.0,1580,8240,1.0,0,0,4,7,1040,540,1978,0,98030,47.3542,-122.181,1480,9200,"47.3542,-122.181",229099851,12012,Southeast 276th Place,,,King County,Washington,98030,32.415241441551615,296715.90118577075,282510.0,328900.0,75900.0,3,11,2014Q4,2014,2014-44,439000.0
17481,3893100319,2015-03-23,450000.0,3,1.75,1390,11700,1.0,0,0,4,7,1390,0,1966,0,98033,47.7002,-122.19200000000001,1060,8686,"47.7002,-122.19200000000001",179237970,11125,112th Avenue Northeast,,,King County,Washington,98033,8.298235473862642,803809.3596287703,678000.0,585000.0,135000.0,23,3,2015Q1,2015,2015-12,440000.0
17488,6929603207,2014-12-10,243500.0,4,2.0,1610,6200,1.0,0,0,4,7,1610,0,1979,0,98198,47.3833,-122.306,1610,7500,"47.3833,-122.306",233024987,24337,22nd Avenue South,Highline,,King County,Washington,98198,28.85637193965547,302925.9527272727,265000.0,316550.0,73050.0,10,12,2014Q4,2014,2014-49,439000.0
17494,8024201210,2014-09-11,550000.0,3,2.25,1360,5111,1.5,0,0,5,7,1360,0,1934,0,98115,47.6988,-122.31299999999999,1900,5111,"47.6988,-122.31299999999999",155497289,1242,Northeast 96th Street,,Seattle,King County,Washington,98115,7.5942914398161445,618890.6579861111,564750.0,715000.0,165000.0,11,9,2014Q3,2014,2014-36,450000.0
17497,2141320230,2015-04-10,710000.0,4,2.25,2000,8068,2.0,0,0,5,8,2000,0,1976,0,98006,47.5584,-122.137,2080,7837,"47.5584,-122.137",98543605,,Southeast 48th Street,,Bellevue,King County,Washington,98006,12.966895426479564,856565.3040816326,760000.0,923000.0,213000.0,10,4,2015Q2,2015,2015-14,475000.0
17500,5419800090,2014-11-21,217500.0,2,2.0,1070,8400,1.0,0,0,4,7,1070,0,1980,0,98031,47.4014,-122.186,1430,8190,"47.4014,-122.186",229029786,22324,117th Avenue Southeast,Hillshire Terrace,,King County,Washington,98031,27.191479444777187,300325.0184501845,288000.0,282750.0,65250.0,21,11,2014Q4,2014,2014-46,439000.0
17501,1868900395,2014-09-02,500000.0,2,1.0,930,3750,1.0,0,0,4,7,930,0,1909,0,98115,47.6733,-122.296,1740,4300,"47.6733,-122.296",155613637,6036,29th Avenue Northeast,Ravenna,Seattle,King County,Washington,98115,4.535342661747902,618890.6579861111,564750.0,650000.0,150000.0,2,9,2014Q3,2014,2014-35,450000.0
17502,1568100730,2015-02-18,325000.0,2,2.0,1040,5796,1.0,0,2,4,6,1040,0,1921,0,98155,47.7362,-122.29,2300,5796,"47.7362,-122.29",296154070,3593,Northeast 148th Street,,,King County,Washington,98155,10.845828985368886,422794.47963800904,374000.0,422500.0,97500.0,18,2,2015Q1,2015,2015-07,440000.0
17509,1423069076,2014-09-26,560000.0,3,2.0,2870,95396,1.0,0,0,4,9,1350,1520,1980,0,98027,47.4834,-122.001,2870,102366,"47.4834,-122.001",232035811,13217,255th Avenue Southeast,,,King County,Washington,98027,26.117573060409214,617141.4209245743,571000.0,728000.0,168000.0,26,9,2014Q3,2014,2014-38,450000.0
17511,2968801240,2014-05-12,211000.0,3,1.5,1350,7620,1.0,0,0,5,6,1350,0,1941,0,98166,47.4565,-122.35,1350,7620,"47.4565,-122.35",235248903,16251,12th Avenue Southwest,,,King County,Washington,98166,21.604205171481933,465515.548,390000.0,274300.0,63300.0,12,5,2014Q2,2014,2014-19,465000.0
17520,2215900900,2015-05-05,295000.0,3,2.5,1690,8564,2.0,0,0,4,7,1690,0,1992,0,98038,47.3518,-122.057,1690,7532,"47.3518,-122.057",221647386,21243,Southeast 278th Way,Eastwood Forest,,King County,Washington,98038,35.554854831477996,367144.8532423208,342250.0,383500.0,88500.0,5,5,2015Q2,2015,2015-18,475000.0
17521,2025700740,2014-07-02,275250.0,3,2.25,1520,7199,2.0,0,0,4,7,1520,0,1992,0,98038,47.3492,-122.03399999999999,1410,6751,"47.3492,-122.03399999999999",218254827,23017,Southeast 281st Court,Diamond Hills,,King County,Washington,98038,36.583156880198395,367144.8532423208,342250.0,357825.0,82575.0,2,7,2014Q3,2014,2014-26,450000.0
17525,2215900930,2014-05-09,225000.0,3,2.5,2000,9202,2.0,0,0,4,7,2000,0,1992,0,98038,47.3516,-122.057,1750,7827,"47.3516,-122.057",221343624,21227,Southeast 278th Way,Eastwood Forest,,King County,Washington,98038,35.57497437680429,367144.8532423208,342250.0,292500.0,67500.0,9,5,2014Q2,2014,2014-18,465000.0
17531,3500100015,2014-08-12,327500.0,2,1.0,830,8183,1.0,0,0,5,6,830,0,1950,0,98155,47.7366,-122.302,1180,8184,"47.7366,-122.302",296037634,14817,25th Avenue Northeast,Briarcrest,,King County,Washington,98155,11.113884671682229,422794.47963800904,374000.0,425750.0,98250.0,12,8,2014Q3,2014,2014-32,450000.0
17540,3459410230,2014-11-11,590000.0,3,2.25,2490,8800,2.0,0,0,4,8,2490,0,1975,0,98006,47.5666,-122.132,2690,10000,"47.5666,-122.132",296068564,15563,Southeast 44th Place,,Bellevue,King County,Washington,98006,12.619245396725102,856565.3040816326,760000.0,767000.0,177000.0,11,11,2014Q4,2014,2014-45,439000.0
17555,2207100165,2015-04-30,475000.0,4,1.5,1580,10260,1.0,0,0,4,7,1030,550,1955,0,98007,47.5984,-122.147,1520,7000,"47.5984,-122.147",296072431,1399,144th Avenue Southeast,,Bellevue,King County,Washington,98007,9.648725371080607,618189.3309352518,555000.0,617500.0,142500.0,30,4,2015Q2,2015,2015-17,475000.0
17557,1370804115,2014-11-06,515000.0,2,1.0,1640,5200,1.0,0,0,4,7,1040,600,1937,0,98199,47.6426,-122.40299999999999,1780,5040,"47.6426,-122.40299999999999",155251163,2539,Piedmont Place West,Carleton Park,Seattle,King County,Washington,98199,10.77133560161792,791579.7341772151,687400.0,669500.0,154500.0,6,11,2014Q4,2014,2014-44,439000.0
17559,1556200145,2014-10-07,565000.0,4,2.0,1710,3875,1.5,0,0,4,7,1710,0,1907,0,98122,47.6086,-122.294,1710,3812,"47.6086,-122.294",156020334,719,30th Avenue,,Seattle,King County,Washington,98122,4.434902308490922,635067.3079584775,574000.0,734500.0,169500.0,7,10,2014Q4,2014,2014-40,439000.0
17563,9264900880,2014-07-15,263000.0,3,1.75,1790,7485,1.0,0,0,4,8,1330,460,1979,0,98023,47.3118,-122.34,1970,8097,"47.3118,-122.34",230762394,523,Southwest 324th Street,,,King County,Washington,98023,37.0922523836301,287419.9512195122,268750.0,341900.0,78900.0,15,7,2014Q3,2014,2014-28,450000.0
